Image;Class;Mean;Variance;Standard Deviation;Entropy;Skewness;Kurtosis;Contrast;Energy;ASM;Homogeneity;Dissimilarity;Correlation;Coarseness
Image3211;1;140.433.654.785.156;923.026.679.860.562;303.813.541.479.073;0.016701891362583;26.327.865.311.113;719.233.938.089.337;931.312.363.477.501;0.109425578186049;0.011973957161351;0.477834909557622;378.794.233.289.646;0.949013691258968;7,46E-141
Image3212;0;146.098.175.048.828;897.291.407.097.922;299.548.227.685.947;0.066148058918897;242.700.479.317.449;604.577.934.242.804;161.062.750.333.778;0.223772248291806;0.05007401910557;0.585210916973182;358.358.513.105.193;0.940609825152832;7,46E-141
Image3213;0;975.901.794.433.594;673.679.443.583.166;259.553.355.513.499;0.09972873854619;299.328.526.805.527;911.972.862.594.131;181.055.790.688.726;0.278632072313586;0.077635831721764;0.609465542292702;389.976.914.197.768;0.942212497249056;7,46E-141
Image3214;0;895.878.601.074.219;766.447.427.711.661;276.847.869.363.602;0.163993185783006;35.833.181.963.852;133.469.796.779.003;128.243.534.482.759;0.364995688258191;0.13322185244707;0.564060462539141;467.816.091.954.023;0.975286989776278;7,46E-141
Image3215;0;134.573.822.021.484;109.117.199.182.298;330.328.925.742.657;0.105093610717728;288.767.025.418.533;866.132.930.709.354;128.445.998.445.998;0.287649874856027;0.082742450504688;0.503929883965614;502.828.282.828.283;0.974539742499374;7,46E-141
Image3216;0;169.391.937.255.859;132.823.941.648.491;364.450.190.901.981;0.108889982078219;257.430.570.593.523;694.402.013.979.106;110.531.097.753.875;0.293132943151354;0.085926922360575;0.522653312930085;453.223.663.397.659;0.979260488358798;7,46E-141
Image3217;1;926.240.539.550.781;129.424.716.737.436;359.756.468.652.665;0.00128531603549;440.613.396.148.714;204.765.925.360.533;622.902.985.074.627;0.029862663458654;0.000891778668845;0.317305522336332;476.741.293.532.338;0.977152679550467;7,46E-141
Image3218;1;175.991.668.701.172;207.940.122.410.012;456.004.520.164.013;0.001656221658548;318.810.432.727.926;108.256.105.869.323;994.813.468.992.248;0.033917756647775;0.001150414216018;0.37340497889995;506.031.976.744.186;0.972038630080289;7,46E-141
Image3219;1;357.235.717.773.437;471.275.089.552.104;217.088.712.178.248;0.020701412042782;658.171.376.409.997;453.298.849.369.856;163.203.448.275.862;0.122919977137329;0.015109320779441;0.351215320528987;726.059.113.300.493;0.972740099629596;7,46E-141
Image3220;1;144.728.393.554.688;766.276.090.852.058;276.816.923.408.244;0.042001966246333;241.616.225.028.063;618.074.301.190.223;845.449.531.871.233;0.177052838914884;0.03134770776782;0.502404412555568;383.544.953.187.123;0.960599907545152;7,46E-141
Image3221;1;885.395.812.988.281;573.067.789.493.073;239.388.343.386.447;0.006356749968346;322.892.297.638.257;108.741.344.200.033;901.705.685.618.729;0.067019798018723;0.00449165332647;0.391093249121198;463.359.345.968.042;0.939067523233752;7,46E-141
Image3222;1;634.451.293.945.313;441.595.943.718.533;210.141.843.457.826;0.008596343417101;373.246.087.830.593;143.788.816.785.121;738.619.565.217.391;0.077914558517016;0.006070678428901;0.436093369284037;388.333.333.333.333;0.939136729300409;7,46E-141
Image3223;1;880.343.627.929.688;565.407.670.450.606;237.783.025.140.696;0.008346252350204;314.192.283.724.911;101.678.305.408.953;951.078.811.369.509;0.076563497171167;0.005861969099079;0.449817710338911;410.736.434.108.527;0.912757511466662;7,46E-141
Image3224;1;150.956.726.074.219;143.834.946.359.188;119.931.207.931.542;0.00436628977029;822.073.169.251.397;687.445.664.089.225;265.595.595.595.596;0.055082348317108;0.003034065096127;0.403140419550944;315.615.615.615.616;0.92484326978171;7,46E-141
Image3225;1;317.045.593.261.719;269.276.836.362.932;164.096.568.021.069;0.023078041289618;550.385.723.683.022;310.653.232.554.326;85.150.153.609.831;0.129490046757897;0.016767672209362;0.498053967144282;322.388.632.872.504;0.958351409696286;7,46E-141
Image3226;1;0.682418823242188;706.304.709.834.406;840.419.365.456.559;0.014664648586947;125.372.874.049.072;158.712.478.215.611;156.081.730.769.231;0.101418380335236;0.010285687869823;0.456603712161478;248.317.307.692.308;0.939273646773551;7,46E-141
Image3227;1;0.844390869140625;883.187.159.884.521;939.780.378.537.731;0.017475741590936;113.676.246.294.586;130.585.471.506.786;227.687.747.035.573;0.110795385694939;0.01227561749129;0.457952743784106;288.735.177.865.613;0.928180924473671;7,46E-141
Image3228;0;8.337.158.203.125;347.857.782.213.599;186.509.458.798.636;0.156410340113278;267.093.739.249.236;776.789.478.475.071;639.659.778.225.807;0.355339569377853;0.126266209565638;0.634818549962693;261.277.721.774.194;0.957650290034546;7,46E-141
Image3229;1;133.473.815.917.969;645.235.384.434.449;254.014.839.022.142;0.043524238965782;266.339.555.367.545;813.178.249.729.817;414.718.920.470.859;0.180780585877283;0.032681620230134;0.496160448387137;323.910.422.049.957;0.980632839613638;7,46E-141
Image3230;1;116.057.434.082.031;608.662.435.086.834;246.710.850.001.947;0.007373943464605;277.495.802.797.081;824.506.769.022.783;381.088.519.712.373;0.072199301784481;0.005212739178167;0.452514946373903;326.531.118.274.237;0.972318767441817;7,46E-141
Image3231;0;139.024.047.851.563;126.271.921.731.974;355.347.606.903.401;0.167044918749479;307.649.165.014.987;99.546.373.255.658;142.665.836.101.883;0.368603254954793;0.135868359563268;0.582039355077908;430.066.445.182.724;0.978446659930882;7,46E-141
Image3232;1;192.315.673.828.125;341.330.082.159.108;18.475.120.626.375;0.002915812778302;100.846.535.747.911;105.059.986.158.691;282.055.555.555.556;0.045035427235149;0.002028189706252;0.211492154579328;100.014.245.014.245;0.894781353625469;7,46E-141
Image3233;1;173.468.170.166.016;151.356.717.928.168;389.045.907.224.543;0.003905998178564;270.734.597.804.648;75.344.224.045.414;96.512.828.407.225;0.052129949735384;0.002717531659414;0.360354655777102;4.874.486.863.711;0.89362217551721;7,46E-141
Image3234;0;188.248.748.779.297;147.132.938.294.163;383.579.116.081.888;0.097129927679686;246.239.534.717.916;633.186.743.621.278;210.736.551.215.917;0.27559974872078;0.075955221494957;0.524087647716405;543.453.696.880.374;0.96063397344799;7,46E-141
Image3235;0;119.250.946.044.922;100.204.480.127.722;316.550.912.378.597;0.125925171393475;312.944.214.555.095;101.564.440.674.418;253.036.033.057.851;0.316621477309184;0.10024915989345;0.537563102988162;631.851.239.669.421;0.952300521804058;7,46E-141
Image3236;0;419.549.560.546.875;389.917.831.759.313;197.463.371.732.408;0.221206558259163;51.993.445.124.584;278.505.291.019.013;321.192.142.857.143;0.429076711066438;0.184106823979592;0.599168735228749;663.964.285.714.286;0.936935847556201;7,46E-141
Image3237;1;430.950.927.734.375;607.975.413.504.531;246.571.574.498.062;0.003220275294745;602.259.876.475.448;368.300.670.078.595;128.178.515.827.711;0.0473133952486;0.00223855736995;0.341136041291333;546.237.675.142.709;0.921467159751708;7,46E-141
Image3238;1;72.196.044.921.875;900.344.489.241.827;300.057.409.380.576;0.010625499405485;44.802.552.962.295;204.101.927.656.879;376.339.210.526.316;0.087184135065975;0.007601073407202;0.382338131828734;604.184.210.526.316;0.901591785201196;7,46E-141
Image3239;1;152.863.922.119.141;143.796.481.142.275;37.920.506.476.348;0.003721538368205;313.426.233.013.484;104.294.530.826.153;193.637.481.450.074;0.051110100371838;0.002612242360019;0.364423400384683;56.188.255.246.979;0.94566750525145;7,46E-141
Image3240;1;778.996.276.855.469;10.841.899.743.003;329.270.401.691.422;0.008016903694197;455.601.770.129.545;211.193.633.536.013;166.289.341.517.857;0.075328104032525;0.005674323257135;0.418428872771002;497.572.544.642.857;0.957314302947285;7,46E-141
Image3241;1;763.775.634.765.625;104.511.278.177.181;323.282.041.222.802;0.013853192517444;460.624.350.089.053;217.509.630.136.048;222.764.125.799.574;0.099964284166584;0.009992858108937;0.425859123727712;526.839.019.189.765;0.957772989373732;7,46E-141
Image3242;1;520.780.944.824.219;726.184.549.689.602;269.478.115.937.009;0.011255276716373;552.887.577.371.376;313.518.439.018.304;175.993.317.610.063;0.08987614827856;0.00807772202939;0.385669968903386;503.262.578.616.352;0.962342370256208;7,46E-141
Image3243;1;204.525.756.835.937;362.558.230.466.659;190.409.619.102.255;0.004064077951437;977.319.230.344.887;981.411.363.649.112;245.752.551.020.408;0.053305034933589;0.002841426749271;0.282228930593037;7.375;0.952460248711701;7,46E-141
Image3244;1;210.632.019.042.969;14.833.549.175.146;38.514.346.904.947;0.034581199889552;242.290.832.261.052;660.625.548.293.918;162.348.746.867.168;0.160047907148797;0.02561533258271;0.483460041367491;451.979.949.874.687;0.955560804772852;7,46E-141
Image3245;1;177.645.874.023.438;130.595.940.178.585;361.380.602.936.275;0.033829370979109;248.500.533.117.353;639.496.084.869.694;184.397.386.109.037;0.157948532481956;0.024947738913204;0.503998973340411;451.598.207.617.625;0.9433910832619;7,46E-141
Image3246;1;833.283.996.582.031;392.854.249.389.685;198.205.511.878.375;0.012904069914347;307.842.858.884.752;101.264.525.101.111;464.131.308.261.009;0.096020262311885;0.009219890774443;0.530702506995932;294.656.059.144.969;0.971586722803693;7,46E-142
Image3247;1;736.575.317.382.813;378.518.544.267.685;194.555.530.445.085;0.007269445340791;326.582.805.148.063;112.418.557.310.676;427.006.264.763.274;0.071394027913901;0.005097107221771;0.514626755231658;301.037.280.476.533;0.972751870238707;7,46E-142
Image3248;0;387.335.205.078.125;117.656.663.793.447;108.469.656.491.319;0.110620732118974;334.831.832.770.274;118.113.553.841.918;207.454.462.242.563;0.295128561274735;0.087100867680095;0.604975988021558;209.739.130.434.783;0.968641585623692;7,46E-141
Image3249;0;477.969.360.351.563;145.917.563.648.512;120.796.342.514.379;0.064118750402551;302.030.805.115.864;951.128.169.015.454;35.823.892.519.971;0.220370113101265;0.048562986748265;0.552986652753793;271.368.917.937.545;0.941897411876578;7,46E-141
Image3250;1;336.079.406.738.281;437.592.336.889.949;20.918.707.820.751;0.002808545583574;667.225.283.522.709;458.615.367.800.962;108.390.990.990.991;0.044179879715563;0.001951861771682;0.305916453754274;549.009.009.009.009;0.944876622406365;7,46E-141
Image3251;1;673.423.767.089.844;714.021.842.936.149;267.211.871.543.191;0.002752300838371;463.097.414.335.512;22.731.224.799.484;108.435.058.823.529;0.043865790913384;0.001924207612457;0.347559540612157;524.541.176.470.588;0.968714061090717;7,46E-141
Image3252;1;405.767.822.265.625;362.405.298.957.776;190.369.456.310.033;0.002242467949232;539.053.994.244.078;308.941.840.083.931;697.386.968.085.106;0.039486368806175;0.001559173321497;0.312947562476875;530.718.085.106.383;0.962218309460529;7,46E-141
Image3253;1;11.978.759.765.625;681.345.960.326.814;825.436.830.003.856;0.005028837970968;730.742.542.936.363;553.409.752.591.212;233.431.818.181.818;0.059166133160207;0.003500631313131;0.355222757233784;330.227.272.727.273;0.905974355609092;7,46E-141
Image3254;0;805.830.383.300.781;239.881.923.050.976;154.881.219.988.408;0.075351921083395;232.746.643.448.274;565.044.896.986.255;289.985.611.510.791;0.239224931223843;0.057228567719052;0.630015391194884;181.958.085.705.349;0.959605191046965;7,46E-141
Image3255;0;590.092.468.261.719;18.740.561.827.191;136.896.171.703.927;0.084212828037258;268.437.664.818.118;738.133.345.354.644;359.411.382.113.821;0.253453260174076;0.064238555092868;0.632740339551133;195.268.292.682.927;0.948044408416186;7,46E-141
Image3256;0;341.490.173.339.844;11.934.278.928.104;109.244.125.371.134;0.094689354684203;351.003.459.670.394;125.045.766.664.809;472.353.098.290.598;0.269887683510995;0.072839361710931;0.635830600683601;224.252.136.752.137;0.931253406231545;7,46E-141
Image3257;0;117.051.696.777.344;7.437.407.614.564;272.716.109.068.826;0.13499802165787;27.462.703.544.038;789.022.404.613.558;125.698.167.791.707;0.328587062440051;0.107969457602982;0.579397718104409;370.436.699.269.872;0.962235966692114;7,46E-141
Image3258;1;38.232.421.875;364.691.440.313.356;190.968.960.910.761;0.005936315266774;532.760.705.257.842;29.001.669.930.876;846.288.461.538.462;0.064523171380291;0.00416323964497;0.422433039146333;353.730.769.230.769;0.943096605042102;7,46E-141
Image3259;1;174.487.915.039.062;106.053.091.786.481;325.657.936.777.964;0.066969536280724;24.721.328.258.367;676.701.064.683.797;11.356.039.537.611;0.226687409428349;0.051387181593336;0.498690768810042;419.556.597.978.444;0.967179819943982;7,46E-141
Image3260;1;194.389.801.025.391;126.060.468.869.804;355.049.952.640.194;0.015185049890511;251.530.542.340.119;691.448.499.167.838;1.181.225;0.104814827640748;0.01098614809336;0.425931605252665;433.083.333.333.333;0.95955183350753;7,46E-141
Image3261;0;96.072.998.046.875;700.168.805.870.221;26.460.703.049.432;0.077383311088044;322.798.957.537.284;107.941.975.241.439;942.944.577.352.472;0.244429062468625;0.059745566579291;0.49636217086939;443.361.244.019.139;0.973021186622165;7,46E-141
Image3262;0;121.875.457.763.672;566.743.761.377.805;238.063.806.862.321;0.102103457109011;247.320.475.615.472;657.226.818.900.642;53.788.591.983.556;0.283120705407576;0.080157333830484;0.561462580158284;330.955.806.783.145;0.97497886717967;7,46E-141
Image3263;0;160.635.070.800.781;68.959.396.113.013;262.601.211.179.638;0.102149243769229;205.267.937.834.241;464.502.918.543.911;527.237.804.878.049;0.282908663861647;0.080037312087982;0.578015977316929;30.595.818.815.331;0.975572994539624;7,46E-141
Image3264;1;369.160.461.425.781;306.929.049.207.935;175.193.906.631.462;0.003673813174219;509.280.747.394.816;265.814.419.697.204;45.044.227.886.057;0.050542057232821;0.002554499549326;0.370104167782032;382.083.958.020.989;0.89913903150274;7,46E-141
Image3265;0;535.888.671.875;252.131.147.784.559;158.786.380.960.257;0.072101172546168;339.839.317.319.766;118.556.023.449.387;512.815.533.980.583;0.234687011898103;0.05507799355366;0.562927427046473;33.369.043.633.523;0.96331477372101;7,46E-141
Image3266;0;151.319.580.078.125;817.251.326.973.154;285.876.079.267.425;0.076675109518909;238.452.249.253.862;604.835.989.621.373;798.798.779.158.491;0.243331480848253;0.059210209571804;0.509661666100111;433.802.049.269.675;0.971530751238569;7,46E-141
Image3267;0;153.973.693.847.656;823.722.819.092.546;28.700.571.755.499;0.097568423831356;235.678.434.909.077;599.450.884.373.629;862.647.280.776.777;0.276486078603209;0.07644455166138;0.521315929480668;435.941.037.379.886;0.970522092216907;7,46E-141
Image3268;0;170.368.499.755.859;784.656.908.560.705;280.117.280.538.118;0.026911972163606;218.842.946.185.843;505.450.410.438.983;856.209.273.182.957;0.140630466404139;0.019776928081046;0.451798927207901;448.663.324.979.114;0.956330437146428;7,46E-141
Image3269;0;178.430.328.369.141;838.132.850.105.369;289.505.241.766.944;0.028927532625453;215.860.392.887.106;493.946.808.757.732;974.623.456.790.123;0.14603896328615;0.021327378797694;0.455697097832664;471.615.226.337.449;0.952828974836754;7,46E-141
Image3270;0;168.384.094.238.281;789.573.592.941.275;280.993.521.800.997;0.030737986759664;218.521.244.562.425;503.155.511.401.433;851.347.853.535.354;0.150586484632217;0.022676289353889;0.471405001562288;434.532.828.282.828;0.958320019693413;7,46E-141
Image3271;1;0.345855712890625;437.147.705.037.626;661.171.464.173.724;0.009764727856135;193.261.100.561.675;376.185.183.232.344;404.464.285.714.286;0.082478609884232;0.006802721088435;0.333742976783968;425.595.238.095.238;0.835953331571044;7,46E-141
Image3272;1;0.864166259765625;107.771.486.652.906;103.813.046.700.743;0.007380824415176;122.797.803.515.941;152.686.280.388.035;497.551.487.414.188;0.071745608268151;0.005147432305767;0.354650694833887;450.114.416.475.973;0.900029533911052;7,46E-141
Image3273;1;10.113.525.390.625;124.583.853.725.576;111.617.137.450.114;0.006080670714979;113.124.049.160.066;129.721.241.256.339;449.480.769.230.769;0.065058576246297;0.004232618343195;0.369001388079159;4.125;0.918582125217506;7,46E-141
Image3274;0;431.394.958.496.094;239.267.358.962.809;154.682.694.236.559;0.116735206707151;412.471.324.628.494;176.079.840.078.616;823.559.803.668.303;0.304011707743435;0.09242311844508;0.533702063795074;441.875.484.370.963;0.958325615853928;7,46E-141
Image3275;0;112.449.493.408.203;570.433.998.815.058;238.837.601.481.647;0.133555271945081;261.498.033.596.528;731.875.593.075.678;736.079.526.033.952;0.32684028457616;0.106824571621825;0.555274415477447;361.752.307.166.458;0.968913827363382;7,46E-141
Image3276;0;142.726.745.605.469;670.211.166.248.303;258.884.369.216.896;0.104645856821189;226.486.847.889.768;556.573.296.241.292;845.915.607.939.181;0.286831977028507;0.082272583046082;0.540643991129433;374.315.016.072.249;0.962253368151913;7,46E-141
Image3277;0;158.553.161.621.094;657.969.705.279.086;256.509.201.643.739;0.095285554187634;208.878.435.224.041;486.676.214.752.346;764.485.683.987.275;0.272922513868386;0.07448669857624;0.520661709785683;386.806.291.975.963;0.961777085701671;7,46E-141
Image3278;0;186.832.885.742.188;71.704.675.529.736;267.777.287.180.478;0.046506708637488;191.153.249.718.713;401.688.283.375.679;730.231.259.968.102;0.18679159554939;0.034891100167887;0.491907644923031;370.609.604.820.131;0.955177282704135;7,46E-141
